name,born,position,debut,stats
Ezio Galon,"
July 22, 1977, Treviso, TV
   ", Utility back,"Italy v Ireland at Rome, Feb 3, 2001 ","{'Mat': '19', 'Start': '9', 'Sub': '10', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '12', 'Draw': '1', '%': '34.21'}"
Walter Pozzebon,"
June 12, 1979, Treviso, TV
   ", Centre,"Italy v Ireland at Rome, Feb 3, 2001 ","{'Mat': '22', 'Start': '17', 'Sub': '5', 'Pts': '20', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '8', 'Lost': '14', 'Draw': '0', '%': '36.36'}"
Giovanni Antoni,"
October 26, 1975, Mombasa
   ", Fullback,"Namibia v Italy at Windhoek, Jun 23, 2001 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Marco Bortolami,"
June 12, 1980, Padova, PD
   ", Lock,"Namibia v Italy at Windhoek, Jun 23, 2001 ","{'Mat': '112', 'Start': '92', 'Sub': '20', 'Pts': '35', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '29', 'Lost': '82', 'Draw': '1', '%': '26.33'}"
Roberto Pedrazzi,"
September 21, 1976, Modena, MO
   "," Wing, Centre","Namibia v Italy at Windhoek, Jun 23, 2001 ","{'Mat': '8', 'Start': '4', 'Sub': '4', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '7', 'Draw': '0', '%': '12.50'}"
Salvatore Garozzo,"
December 3, 1977, Catania, CT
   "," Lock, Back-row","Uruguay v Italy at Montevideo, Jul 7, 2001 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Andrea Benatti,"
November 8, 1979, Viadana, MN
   ", Back-row,"Italy v Fiji at Treviso, Nov 10, 2001 ","{'Mat': '5', 'Start': '1', 'Sub': '4', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '4', 'Draw': '0', '%': '20.00'}"
Samuele Pace,"
January 20, 1980, Ponte dell'Oglio, PC
   ", Centre,"Italy v South Africa at Genova, Nov 17, 2001 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Cristian Zanoletti,"
November 17, 1974, Brescia, BS
   ", Centre,"Italy v Samoa at L'Aquila, Nov 24, 2001 ","{'Mat': '7', 'Start': '2', 'Sub': '5', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '6', 'Draw': '0', '%': '14.28'}"
Santiago Dellape,"
May 9, 1978, La Plata
   ", Lock,"France v Italy at Stade de France, Feb 2, 2002 ","{'Mat': '64', 'Start': '53', 'Sub': '11', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '18', 'Lost': '45', 'Draw': '1', '%': '28.90'}"
Matthew Phillips,"
April 10, 1975, Kaitaia
   ", No. 8,"France v Italy at Stade de France, Feb 2, 2002 ","{'Mat': '14', 'Start': '11', 'Sub': '3', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '13', 'Draw': '0', '%': '7.14'}"
Mirco Bergamasco,"
February 23, 1983, Padova, PD
   ", Utility back,"France v Italy at Stade de France, Feb 2, 2002 ","{'Mat': '89', 'Start': '82', 'Sub': '7', 'Pts': '256', 'Tries': '17', 'Conv': '12', 'Pens': '49', 'Drop': '0', 'Won': '22', 'Lost': '66', 'Draw': '1', '%': '25.28'}"
Gert Peens,"
March 22, 1974, Germiston
   ", Fullback,"Wales v Italy at Millennium Stadium, Mar 2, 2002 ","{'Mat': '23', 'Start': '15', 'Sub': '8', 'Pts': '105', 'Tries': '0', 'Conv': '18', 'Pens': '22', 'Drop': '1', 'Won': '5', 'Lost': '18', 'Draw': '0', '%': '21.73'}"
Carlos Nieto,"
April 28, 1976, La Plata
   ", Prop,"Italy v England at Rome, Apr 7, 2002 ","{'Mat': '34', 'Start': '22', 'Sub': '12', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '24', 'Draw': '1', '%': '27.94'}"
Ramiro Martinez Frugoni,"
October 23, 1970, Buenos Aires
   ", Prop,"New Zealand v Italy at Hamilton, Jun 8, 2002 ","{'Mat': '10', 'Start': '7', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '7', 'Draw': '0', '%': '30.00'}"
Sergio Parisse,"
September 12, 1983, La Plata
   ", Back-row,"New Zealand v Italy at Hamilton, Jun 8, 2002 ","{'Mat': '142', 'Start': '139', 'Sub': '3', 'Pts': '83', 'Tries': '16', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'Won': '35', 'Lost': '106', 'Draw': '1', '%': '25.00'}"
Matteo Barbini,"
June 8, 1982, Venezia, VE
   ", Centre,"New Zealand v Italy at Hamilton, Jun 8, 2002 ","{'Mat': '15', 'Start': '10', 'Sub': '5', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '12', 'Draw': '0', '%': '20.00'}"
Martin Castrogiovanni,"
October 21, 1981, Parana
   ", Prop,"New Zealand v Italy at Hamilton, Jun 8, 2002 ","{'Mat': '119', 'Start': '91', 'Sub': '28', 'Pts': '60', 'Tries': '12', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '30', 'Lost': '88', 'Draw': '1', '%': '25.63'}"
Enrico Pavanello,"
October 15, 1980, Montebelluna, TV
   ", Lock,"Italy v Romania at Parma, Sep 28, 2002 ","{'Mat': '8', 'Start': '5', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '4', 'Draw': '0', '%': '50.00'}"
Scott Palmer,"
November 10, 1977, Palmerston North
   ", Back-row,"Italy v Argentina at Rome, Nov 16, 2002 ","{'Mat': '12', 'Start': '4', 'Sub': '8', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '11', 'Draw': '0', '%': '8.33'}"
Cristian Bezzi,"
May 13, 1975, Reggio nell'Emilia, R
   ", Lock,"Italy v Wales at Rome, Feb 15, 2003 ","{'Mat': '11', 'Start': '10', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '9', 'Draw': '0', '%': '18.18'}"
Carlo Festuccia,"
June 20, 1980, L'Aquila, AQ
   ", Hooker,"Italy v Wales at Rome, Feb 15, 2003 ","{'Mat': '54', 'Start': '25', 'Sub': '29', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '19', 'Lost': '34', 'Draw': '1', '%': '36.11'}"
Gonzalo Canale,"
November 11, 1982, Cordoba
   ", Centre,"Scotland v Italy at Murrayfield, Aug 23, 2003 ","{'Mat': '86', 'Start': '76', 'Sub': '10', 'Pts': '35', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '27', 'Lost': '58', 'Draw': '1', '%': '31.97'}"
Diego Sacca,"
February 23, 1981, Livorno, LI
   ", Centre,"Ireland v Italy at Limerick, Aug 30, 2003 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Rima Wakarua-Noema,"
March 23, 1976, North Shore
   ", Fullback,"Italy v Tonga at Canberra, Oct 15, 2003 ","{'Mat': '11', 'Start': '8', 'Sub': '3', 'Pts': '99', 'Tries': '0', 'Conv': '15', 'Pens': '22', 'Drop': '1', 'Won': '6', 'Lost': '5', 'Draw': '0', '%': '54.54'}"
Paul Griffen,"
March 30, 1975, Dunedin
   ", Scrum-half,"Italy v England at Rome, Feb 15, 2004 ","{'Mat': '42', 'Start': '33', 'Sub': '9', 'Pts': '13', 'Tries': '1', 'Conv': '1', 'Pens': '1', 'Drop': '1', 'Won': '13', 'Lost': '28', 'Draw': '1', '%': '32.14'}"
Roland de Marigny,"
November 17, 1975, Durban
   ", Utility back,"Italy v England at Rome, Feb 15, 2004 ","{'Mat': '19', 'Start': '17', 'Sub': '2', 'Pts': '47', 'Tries': '1', 'Conv': '3', 'Pens': '12', 'Drop': '0', 'Won': '7', 'Lost': '12', 'Draw': '0', '%': '36.84'}"
Silvio Orlando,"
February 9, 1981, Venezia, VE
   ", Flanker,"Italy v England at Rome, Feb 15, 2004 ","{'Mat': '14', 'Start': '2', 'Sub': '12', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '8', 'Draw': '0', '%': '42.85'}"
Roberto Mandelli,"
April 10, 1979, Brescia, BS
   "," Lock, Back-row","Ireland v Italy at Lansdowne Road, Mar 20, 2004 ","{'Mat': '9', 'Start': '1', 'Sub': '8', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '6', 'Draw': '0', '%': '33.33'}"
Simon Picone,"
September 26, 1982, Roma, RM
   ", Scrum-half,"Ireland v Italy at Lansdowne Road, Mar 20, 2004 ","{'Mat': '23', 'Start': '9', 'Sub': '14', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '16', 'Draw': '0', '%': '30.43'}"
Carlo Antonio del Fava,"
July 1, 1981, Umtala
   ", Back-row,"Wales v Italy at Millennium Stadium, Mar 27, 2004 ","{'Mat': '54', 'Start': '36', 'Sub': '18', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '40', 'Draw': '1', '%': '25.00'}"
Salvatore Costanzo,"
April 9, 1982, Catania, CT
   ", Prop,"Romania v Italy at Bucharest, Jun 26, 2004 ","{'Mat': '4', 'Start': '1', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '2', 'Draw': '0', '%': '50.00'}"
Kaine Robertson,"
October 29, 1980, Thames
   ", Wing,"Romania v Italy at Bucharest, Jun 26, 2004 ","{'Mat': '47', 'Start': '40', 'Sub': '7', 'Pts': '70', 'Tries': '14', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '15', 'Lost': '32', 'Draw': '0', '%': '31.91'}"
Danilo Carpente,"
July 22, 1979, L'Aquila, AQ
   ", Fullback,"Romania v Italy at Bucharest, Jun 26, 2004 ","{'Mat': '2', 'Start': '0', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Giorgio Intoppa,"
February 15, 1981, Milano, MI
   ", Hooker,"Romania v Italy at Bucharest, Jun 26, 2004 ","{'Mat': '7', 'Start': '0', 'Sub': '7', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '5', 'Draw': '0', '%': '28.57'}"
Mario Savi,"
November 13, 1973, Sabbioneta, MN
   ", Prop,"Romania v Italy at Bucharest, Jun 26, 2004 ","{'Mat': '3', 'Start': '0', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Ludovico Nitoglia,"
October 27, 1983, Roma, RM
   ", Wing,"Italy v Canada at L'Aquila, Nov 6, 2004 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '12', 'Draw': '1', '%': '26.47'}"
Luciano Orquera,"
October 12, 1981, Cordoba
   ", Fly-half,"Italy v Canada at L'Aquila, Nov 6, 2004 ","{'Mat': '48', 'Start': '27', 'Sub': '21', 'Pts': '154', 'Tries': '3', 'Conv': '20', 'Pens': '31', 'Drop': '2', 'Won': '10', 'Lost': '38', 'Draw': '0', '%': '20.83'}"
Pietro Travagli,"
April 28, 1981, Treviso, TV
   ", Scrum-half,"Italy v Canada at L'Aquila, Nov 6, 2004 ","{'Mat': '9', 'Start': '3', 'Sub': '6', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '7', 'Draw': '0', '%': '22.22'}"
Matteo Pratichetti,"
July 27, 1985, Roma, RM
   ", Centre,"Italy v New Zealand at Rome, Nov 13, 2004 ","{'Mat': '24', 'Start': '20', 'Sub': '4', 'Pts': '25', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '18', 'Draw': '0', '%': '25.00'}"
Valerio Bernabo,"
March 3, 1984, Roma, RM
   ", Lock,"Italy v United States of America at Biella-in-Piedmont, Nov 27, 2004 ","{'Mat': '33', 'Start': '11', 'Sub': '22', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '22', 'Draw': '0', '%': '33.33'}"
Antonio Mannato,"
June 6, 1981, Varese, VA
   ", Back-row,"Italy v United States of America at Biella-in-Piedmont, Nov 27, 2004 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '1', 'Draw': '0', '%': '66.66'}"
Josh Sole,"
February 15, 1980, Hamilton
   ", Flanker,"Argentina v Italy at Salta, Jun 11, 2005 ","{'Mat': '47', 'Start': '37', 'Sub': '10', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '35', 'Draw': '1', '%': '24.46'}"
Antonio Pavanello,"
October 13, 1982, Agordo, PL
   ", Lock,"Argentina v Italy at Salta, Jun 11, 2005 ","{'Mat': '23', 'Start': '7', 'Sub': '16', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '17', 'Draw': '0', '%': '26.08'}"
Pablo Canavosio,"
December 26, 1981, Cordoba
   ", Scrum-half,"Australia v Italy at Melbourne, Jun 25, 2005 ","{'Mat': '38', 'Start': '15', 'Sub': '23', 'Pts': '30', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '27', 'Draw': '1', '%': '27.63'}"
Michele Rizzo,"
September 16, 1982, Dolo, VE
   ", Prop,"Australia v Italy at Melbourne, Jun 25, 2005 ","{'Mat': '23', 'Start': '10', 'Sub': '13', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '18', 'Draw': '0', '%': '21.73'}"
Matias Aguero,"
February 13, 1981, San Nicolas
   ", Prop,"Italy v Tonga at Prato, Nov 12, 2005 ","{'Mat': '40', 'Start': '18', 'Sub': '22', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '30', 'Draw': '0', '%': '25.00'}"
Alessandro Zanni,"
January 31, 1984, Udine, UD
   ", Back-row,"Italy v Tonga at Prato, Nov 12, 2005 ","{'Mat': '119', 'Start': '93', 'Sub': '26', 'Pts': '20', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '31', 'Lost': '87', 'Draw': '1', '%': '26.47'}"
David Bortolussi,"
July 21, 1981, Auch
   ", Fullback,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '16', 'Start': '15', 'Sub': '1', 'Pts': '153', 'Tries': '1', 'Conv': '35', 'Pens': '25', 'Drop': '1', 'Won': '8', 'Lost': '8', 'Draw': '0', '%': '50.00'}"
Ben de Jager,"
January 12, 1980, Cape Town
   ", Wing,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Robert Barbieri,"
June 5, 1984, Toronto, ON
   ", Back-row,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '41', 'Start': '31', 'Sub': '10', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '31', 'Draw': '0', '%': '24.39'}"
Leonardo Ghiraldini,"
December 26, 1984, Padova, PD
   ", Hooker,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '107', 'Start': '84', 'Sub': '23', 'Pts': '30', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '20', 'Lost': '87', 'Draw': '0', '%': '18.69'}"
Andrea Marcato,"
April 17, 1983, Padova, PD
   ", Fly-half,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '16', 'Start': '12', 'Sub': '4', 'Pts': '75', 'Tries': '0', 'Conv': '6', 'Pens': '18', 'Drop': '3', 'Won': '4', 'Lost': '12', 'Draw': '0', '%': '25.00'}"
Michele Sepe,"
October 8, 1986, Roma, RM
   ", Wing,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Fabio Staibano,"
April 20, 1983, Eboli, SA
   ", Prop,"Japan v Italy at Tokyo, Jun 11, 2006 ","{'Mat': '11', 'Start': '3', 'Sub': '8', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '8', 'Draw': '0', '%': '27.27'}"
Marko Stanojevic,"
October 1, 1979, Birmingham
   ", Wing,"Italy v Portugal at L'Aquila, Oct 7, 2006 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '45', 'Tries': '9', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '3', 'Draw': '0', '%': '57.14'}"
Warren Spragg,"
November 1, 1982, Manchester
   ", Wing,"Italy v Canada at Fontanafredda, Nov 25, 2006 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Kris Burton,"
August 4, 1980, Brisbane, QLD
   ", Fly-half,"Uruguay v Italy at Montevideo, Jun 2, 2007 ","{'Mat': '21', 'Start': '13', 'Sub': '8', 'Pts': '87', 'Tries': '1', 'Conv': '11', 'Pens': '17', 'Drop': '3', 'Won': '7', 'Lost': '14', 'Draw': '0', '%': '33.33'}"
Enrico Patrizio,"
January 15, 1985, Camposampiero, PD
   ", Centre,"Uruguay v Italy at Montevideo, Jun 2, 2007 ","{'Mat': '4', 'Start': '1', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '2', 'Draw': '0', '%': '50.00'}"
Alessio Galante,"
October 24, 1983, Varese, VA
   ", Utility back,"Uruguay v Italy at Montevideo, Jun 2, 2007 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Manoa Vosawai,"
August 12, 1983, Suva
   ", Back-row,"Italy v Japan at Saint Vincent Aosta, Aug 18, 2007 ","{'Mat': '17', 'Start': '4', 'Sub': '13', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '12', 'Draw': '0', '%': '29.41'}"
Lorenzo Cittadini,"
December 17, 1982, Bergamo, BG
   ", Prop,"Ireland v Italy at Croke Park, Feb 2, 2008 ","{'Mat': '58', 'Start': '30', 'Sub': '28', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '14', 'Lost': '44', 'Draw': '0', '%': '24.13'}"
Tommaso Reato,"
May 12, 1984, Rovigo, RO
   ", Lock,"Ireland v Italy at Croke Park, Feb 2, 2008 ","{'Mat': '9', 'Start': '3', 'Sub': '6', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '8', 'Draw': '0', '%': '11.11'}"
Alberto Sgarbi,"
November 26, 1986, Montebelluna, TV
   ", Centre,"Italy v England at Rome, Feb 10, 2008 ","{'Mat': '29', 'Start': '25', 'Sub': '4', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '22', 'Draw': '0', '%': '24.13'}"
Paolo Buso,"
July 28, 1986, Treviso, TV
   ", Fly-half,"Wales v Italy at Millennium Stadium, Feb 23, 2008 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Jaco Erasmus,"
July 31, 1979, Humansdorf
   "," Lock, Back-row","France v Italy at Stade de France, Mar 9, 2008 ","{'Mat': '3', 'Start': '0', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Gonzalo Garcia,"
February 18, 1984, Mendoza
   ", Centre,"South Africa v Italy at Cape Town, Jun 21, 2008 ","{'Mat': '44', 'Start': '40', 'Sub': '4', 'Pts': '21', 'Tries': '3', 'Conv': '0', 'Pens': '2', 'Drop': '0', 'Won': '7', 'Lost': '37', 'Draw': '0', '%': '15.90'}"
Luke McLean,"
June 29, 1987, Townsville
   ", Fullback,"South Africa v Italy at Cape Town, Jun 21, 2008 ","{'Mat': '89', 'Start': '75', 'Sub': '14', 'Pts': '74', 'Tries': '7', 'Conv': '0', 'Pens': '13', 'Drop': '0', 'Won': '18', 'Lost': '71', 'Draw': '0', '%': '20.22'}"
Ignacio Fernandez-Rouyet,"
October 22, 1978, Buenos Aires
   ", Prop,"South Africa v Italy at Cape Town, Jun 21, 2008 ","{'Mat': '7', 'Start': '2', 'Sub': '5', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '5', 'Draw': '0', '%': '28.57'}"
Riccardo Pavan,"
October 13, 1986, Conegliano, TV
   ", Centre,"South Africa v Italy at Cape Town, Jun 21, 2008 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Giulio Toniolatti,"
January 15, 1984, Roma, RM
   ", Wing,"Italy v Australia at Padova, Nov 8, 2008 ","{'Mat': '15', 'Start': '3', 'Sub': '12', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '9', 'Draw': '0', '%': '40.00'}"
Jean-Francois Montauriol,"
March 21, 1983, Muret
   ", Lock,"England v Italy at Twickenham, Feb 7, 2009 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '2', 'Draw': '0', '%': '0.00'}"
Andrea Bacchetti,"
July 4, 1988, Rovigo, RO
   ", Wing,"Italy v Ireland at Rome, Feb 15, 2009 ","{'Mat': '2', 'Start': '0', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '2', 'Draw': '0', '%': '0.00'}"
Guilio Rubini,"
April 24, 1987, Frascati, RM
   ", Utility back,"Scotland v Italy at Murrayfield, Feb 28, 2009 ","{'Mat': '4', 'Start': '3', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '4', 'Draw': '0', '%': '0.00'}"
Franco Sbaraglini,"
December 3, 1982, Mar del Plata
   ", Hooker,"Scotland v Italy at Murrayfield, Feb 28, 2009 ","{'Mat': '5', 'Start': '1', 'Sub': '4', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '5', 'Draw': '0', '%': '0.00'}"
Roberto Quartaroli,"
March 29, 1988, L'Aquila, AQ
   ", Centre,"Italy v Wales at Rome, Mar 14, 2009 ","{'Mat': '5', 'Start': '2', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '4', 'Draw': '0', '%': '20.00'}"
Quintin Geldenhuys,"
June 19, 1981, Krugersdorp
   ", Lock,"Australia v Italy at Canberra, Jun 13, 2009 ","{'Mat': '67', 'Start': '57', 'Sub': '10', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '17', 'Lost': '50', 'Draw': '0', '%': '25.37'}"
Craig Gower,"
April 29, 1978, Penrith, NSW
   ", Halfback,"Australia v Italy at Canberra, Jun 13, 2009 ","{'Mat': '14', 'Start': '14', 'Sub': '0', 'Pts': '17', 'Tries': '0', 'Conv': '1', 'Pens': '5', 'Drop': '0', 'Won': '2', 'Lost': '12', 'Draw': '0', '%': '14.28'}"
Paul Derbyshire,"
November 3, 1986, Cecina, LI
   ", Back-row,"Australia v Italy at Canberra, Jun 13, 2009 ","{'Mat': '24', 'Start': '6', 'Sub': '18', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '17', 'Draw': '0', '%': '29.16'}"
Tito Tebaldi,"
September 23, 1987, Parma, PR
   ", Scrum-half,"Australia v Italy at Canberra, Jun 13, 2009 ","{'Mat': '36', 'Start': '27', 'Sub': '9', 'Pts': '13', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'Won': '8', 'Lost': '28', 'Draw': '0', '%': '22.22'}"
Simone Favaro,"
November 7, 1988, Treviso, TV
   ", Back-row,"Australia v Italy at Melbourne, Jun 20, 2009 ","{'Mat': '36', 'Start': '24', 'Sub': '12', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '23', 'Draw': '0', '%': '36.11'}"
Riccardo Bocchino,"
March 3, 1988, Viterbo, VT
   ", Scrum-half,"Ireland v Italy at Croke Park, Feb 6, 2010 ","{'Mat': '14', 'Start': '3', 'Sub': '11', 'Pts': '29', 'Tries': '0', 'Conv': '10', 'Pens': '3', 'Drop': '0', 'Won': '5', 'Lost': '9', 'Draw': '0', '%': '35.71'}"
