name,born,position,debut,stats
Iwan Tukalo,"
March 5, 1961, Edinburgh
   ", Wing,"Scotland v Ireland at Murrayfield, Feb 2, 1985 ","{'Mat': '37', 'Start': '37', 'Sub': '0', 'Pts': '60', 'Tries': '15', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '19', 'Lost': '16', 'Draw': '2', '%': '54.05'}"
Finlay Calder,"
August 20, 1957, Haddington
   ", Flanker,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '37', 'Start': '37', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '21', 'Lost': '14', 'Draw': '2', '%': '59.45'}"
Jeremy Campbell-Lamerton,"
February 21, 1959
   ", Lock,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Matt Duncan,"
August 29, 1959, Glasgow
   ", Wing,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '18', 'Start': '18', 'Sub': '0', 'Pts': '28', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '8', 'Draw': '1', '%': '52.77'}"
Gavin Hastings,"
January 3, 1962, Edinburgh
   ", Fullback,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '68', 'Start': '68', 'Sub': '0', 'Pts': '736', 'Tries': '18', 'Conv': '87', 'Pens': '161', 'Drop': '0', 'Won': '35', 'Lost': '31', 'Draw': '2', '%': '52.94'}"
Scott Hastings,"
December 4, 1964, Edinburgh
   ", Centre,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '67', 'Start': '65', 'Sub': '2', 'Pts': '43', 'Tries': '10', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '36', 'Lost': '29', 'Draw': '2', '%': '55.22'}"
David Sole,"
May 8, 1962, Aylesbury
   ", Prop,"Scotland v France at Murrayfield, Jan 18, 1986 ","{'Mat': '47', 'Start': '47', 'Sub': '0', 'Pts': '12', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '24', 'Lost': '21', 'Draw': '2', '%': '53.19'}"
Alan Tait,"
July 2, 1964, Kelso
   ", Centre,"France v Scotland at Christchurch, May 23, 1987 ","{'Mat': '29', 'Start': '27', 'Sub': '2', 'Pts': '86', 'Tries': '18', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '15', 'Draw': '1', '%': '46.55'}"
Greig Oliver,"
September 12, 1964, Hawick
   ", Scrum-half,"Scotland v Zimbabwe at Wellington, May 30, 1987 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '1', 'Draw': '0', '%': '66.66'}"
Richard Cramb,"
September 7, 1963, Falkirk
   ", Fly-half,"Romania v Scotland at Dunedin, Jun 2, 1987 ","{'Mat': '4', 'Start': '3', 'Sub': '1', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'Won': '2', 'Lost': '2', 'Draw': '0', '%': '50.00'}"
Derek Turnbull,"
October 2, 1961, Hawick
   ", Flanker,"New Zealand v Scotland at Christchurch, Jun 6, 1987 ","{'Mat': '15', 'Start': '14', 'Sub': '1', 'Pts': '9', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '8', 'Draw': '0', '%': '46.66'}"
Damian Cronin,"
April 17, 1963, Wegberg
   ", Lock,"Ireland v Scotland at Lansdowne Road, Jan 16, 1988 ","{'Mat': '45', 'Start': '44', 'Sub': '1', 'Pts': '23', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '20', 'Lost': '23', 'Draw': '2', '%': '46.66'}"
Andrew Ker,"
October 16, 1954, Kelso
   ", Fly-half,"Wales v Scotland at Cardiff, Feb 20, 1988 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '2', 'Draw': '0', '%': '0.00'}"
Gary Armstrong,"
September 30, 1966, Edinburgh
   ", Scrum-half,"Scotland v Australia at Murrayfield, Nov 19, 1988 ","{'Mat': '51', 'Start': '49', 'Sub': '2', 'Pts': '21', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '23', 'Lost': '26', 'Draw': '2', '%': '47.05'}"
Graham Marshall,"
May 23, 1960, Glasgow
   ", Flanker,"Scotland v Australia at Murrayfield, Nov 19, 1988 ","{'Mat': '4', 'Start': '3', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '1', 'Draw': '0', '%': '75.00'}"
Craig Chalmers,"
October 15, 1968, Galashiels
   ", Fly-half,"Scotland v Wales at Murrayfield, Jan 21, 1989 ","{'Mat': '61', 'Start': '58', 'Sub': '3', 'Pts': '172', 'Tries': '5', 'Conv': '11', 'Pens': '33', 'Drop': '10', 'Won': '28', 'Lost': '31', 'Draw': '2', '%': '47.54'}"
Chris Gray,"
July 11, 1960, Haddington
   ", Lock,"Scotland v Wales at Murrayfield, Jan 21, 1989 ","{'Mat': '22', 'Start': '22', 'Sub': '0', 'Pts': '12', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '14', 'Lost': '7', 'Draw': '1', '%': '65.90'}"
Sean Lineen,"
December 25, 1961, Auckland
   ", Centre,"Scotland v Wales at Murrayfield, Jan 21, 1989 ","{'Mat': '29', 'Start': '29', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '16', 'Lost': '12', 'Draw': '1', '%': '56.89'}"
Kenny Milne,"
December 1, 1961, Edinburgh
   ", Hooker,"Scotland v Wales at Murrayfield, Jan 21, 1989 ","{'Mat': '40', 'Start': '39', 'Sub': '1', 'Pts': '12', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '20', 'Lost': '18', 'Draw': '2', '%': '52.50'}"
Paul Burnell,"
September 29, 1965, Edinburgh
   ", Prop,"England v Scotland at Twickenham, Feb 4, 1989 ","{'Mat': '53', 'Start': '50', 'Sub': '3', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '26', 'Lost': '24', 'Draw': '3', '%': '51.88'}"
Tony Stanger,"
May 14, 1968, Hawick
   ", Wing,"Scotland v Fiji at Murrayfield, Oct 28, 1989 ","{'Mat': '52', 'Start': '51', 'Sub': '1', 'Pts': '106', 'Tries': '24', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '22', 'Lost': '29', 'Draw': '1', '%': '43.26'}"
George Buchanan-Smith,"
July 20, 1964, Edinburgh
   ", Flanker,"Scotland v Fiji at Murrayfield, Oct 28, 1989 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Lindsay Renwick,"
December 24, 1960, Hawick
   ", Wing,"Scotland v Romania at Murrayfield, Dec 9, 1989 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
John Allan,"
November 25, 1963, Glasgow
   ", Hooker,"New Zealand v Scotland at Dunedin, Jun 16, 1990 ","{'Mat': '22', 'Start': '20', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '10', 'Draw': '1', '%': '52.27'}"
Alex Moore,"
August 19, 1963, Ipswich, QLD
   ", Wing,"New Zealand v Scotland at Auckland, Jun 23, 1990 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '3', 'Draw': '0', '%': '40.00'}"
Doddie Weir,"
July 4, 1970, Edinburgh
   ", Lock,"Scotland v Argentina at Murrayfield, Nov 10, 1990 ","{'Mat': '61', 'Start': '53', 'Sub': '8', 'Pts': '19', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '24', 'Lost': '35', 'Draw': '2', '%': '40.98'}"
David Milne,"
December 7, 1958, Edinburgh
   ", Prop,"Scotland v Japan at Murrayfield, Oct 5, 1991 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Alan Watt,"
July 10, 1967, Glasgow
   ", Prop,"Scotland v Zimbabwe at Murrayfield, Oct 9, 1991 ","{'Mat': '4', 'Start': '3', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '2', 'Draw': '0', '%': '50.00'}"
Graham Shiel,"
August 13, 1970, Galashiels
   ", Centre,"Scotland v Ireland at Murrayfield, Oct 12, 1991 ","{'Mat': '18', 'Start': '16', 'Sub': '2', 'Pts': '20', 'Tries': '3', 'Conv': '0', 'Pens': '2', 'Drop': '0', 'Won': '6', 'Lost': '11', 'Draw': '1', '%': '36.11'}"
Neil Edwards,"
August 20, 1964, Carshalton, Surrey
   ", Lock,"Scotland v England at Murrayfield, Jan 18, 1992 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '4', 'Draw': '0', '%': '33.33'}"
Dave McIvor,"
June 29, 1964, Kirkcaldy
   ", Flanker,"Scotland v England at Murrayfield, Jan 18, 1992 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '4', 'Draw': '0', '%': '33.33'}"
Andy Nicol,"
March 12, 1971, Dundee
   ", Scrum-half,"Scotland v England at Murrayfield, Jan 18, 1992 ","{'Mat': '23', 'Start': '21', 'Sub': '2', 'Pts': '9', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '17', 'Draw': '1', '%': '23.91'}"
Ian Smith,"
March 16, 1965, Gloucester
   ", Flanker,"Scotland v England at Murrayfield, Jan 18, 1992 ","{'Mat': '25', 'Start': '24', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '16', 'Draw': '2', '%': '32.00'}"
Rob Wainwright,"
March 22, 1965, Perth
   ", Flanker,"Ireland v Scotland at Lansdowne Road, Feb 15, 1992 ","{'Mat': '38', 'Start': '37', 'Sub': '1', 'Pts': '14', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '14', 'Lost': '23', 'Draw': '1', '%': '38.15'}"
Peter Jones,"
December 28, 1963, Arbroath
   ", Prop,"Wales v Scotland at Cardiff, Mar 21, 1992 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Carl Hogg,"
July 5, 1969, Galashiels
   ", Flanker,"Australia v Scotland at Sydney, Jun 13, 1992 ","{'Mat': '5', 'Start': '4', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '5', 'Draw': '0', '%': '0.00'}"
Peter Wright,"
December 30, 1967, Bonnyrigg
   ", Prop,"Australia v Scotland at Sydney, Jun 13, 1992 ","{'Mat': '21', 'Start': '21', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '10', 'Draw': '0', '%': '52.38'}"
Ian Corcoran,"
May 11, 1963, Edinburgh
   ", Hooker,"Australia v Scotland at Sydney, Jun 13, 1992 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Kenny Logan,"
April 3, 1972, Stirling
   ", Wing,"Australia v Scotland at Brisbane, Jun 21, 1992 ","{'Mat': '70', 'Start': '63', 'Sub': '7', 'Pts': '220', 'Tries': '13', 'Conv': '34', 'Pens': '29', 'Drop': '0', 'Won': '27', 'Lost': '40', 'Draw': '3', '%': '40.71'}"
Martin Scott,"
July 5, 1966, Falkirk
   ", Hooker,"Australia v Scotland at Brisbane, Jun 21, 1992 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Iain Morrison,"
December 14, 1962, Linlithgow
   ", Flanker,"Scotland v Ireland at Murrayfield, Jan 16, 1993 ","{'Mat': '15', 'Start': '15', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '8', 'Lost': '7', 'Draw': '0', '%': '53.33'}"
Andy Reed,"
May 4, 1969, St Austell, Cornwall
   ", Lock,"Scotland v Ireland at Murrayfield, Jan 16, 1993 ","{'Mat': '19', 'Start': '17', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '11', 'Draw': '1', '%': '39.47'}"
Derek Stark,"
April 13, 1966, Johnstone
   ", Wing,"Scotland v Ireland at Murrayfield, Jan 16, 1993 ","{'Mat': '9', 'Start': '6', 'Sub': '3', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '6', 'Draw': '0', '%': '33.33'}"
Gregor Townsend,"
April 26, 1973, Edinburgh
   ", Fly-half,"England v Scotland at Twickenham, Mar 6, 1993 ","{'Mat': '84', 'Start': '77', 'Sub': '7', 'Pts': '164', 'Tries': '17', 'Conv': '8', 'Pens': '14', 'Drop': '7', 'Won': '34', 'Lost': '48', 'Draw': '2', '%': '41.66'}"
Ian Jardine,"
October 20, 1964, Dunfermline
   ", Centre,"Scotland v New Zealand at Murrayfield, Nov 20, 1993 ","{'Mat': '18', 'Start': '15', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '7', 'Lost': '11', 'Draw': '0', '%': '38.88'}"
Andrew MacDonald,"
January 17, 1966, Nairn
   ", Lock,"Scotland v New Zealand at Murrayfield, Nov 20, 1993 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Bryan Redpath,"
July 2, 1971, Galashiels
   ", Scrum-half,"Scotland v New Zealand at Murrayfield, Nov 20, 1993 ","{'Mat': '60', 'Start': '52', 'Sub': '8', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '28', 'Lost': '31', 'Draw': '1', '%': '47.50'}"
Shade Munro,"
November 19, 1966, Paisley
   ", Lock,"Wales v Scotland at Cardiff, Jan 15, 1994 ","{'Mat': '7', 'Start': '6', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '6', 'Draw': '1', '%': '7.14'}"
Alan Sharp,"
October 17, 1969, Bristol
   ", Prop,"Scotland v England at Murrayfield, Feb 5, 1994 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '5', 'Draw': '1', '%': '8.33'}"
Peter Walton,"
June 3, 1969, Alnwick
   ", Flanker,"Scotland v England at Murrayfield, Feb 5, 1994 ","{'Mat': '24', 'Start': '20', 'Sub': '4', 'Pts': '20', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '13', 'Draw': '1', '%': '43.75'}"
Michael Dods,"
December 30, 1968, Galashiels
   "," Fullback, Wing","Ireland v Scotland at Lansdowne Road, Mar 5, 1994 ","{'Mat': '8', 'Start': '7', 'Sub': '1', 'Pts': '80', 'Tries': '3', 'Conv': '1', 'Pens': '21', 'Drop': '0', 'Won': '3', 'Lost': '3', 'Draw': '2', '%': '50.00'}"
Craig Joiner,"
April 21, 1974, Glasgow
   ", Wing,"Argentina v Scotland at Buenos Aires, Jun 4, 1994 ","{'Mat': '25', 'Start': '21', 'Sub': '4', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '12', 'Draw': '0', '%': '52.00'}"
Kevin McKenzie,"
January 22, 1968, Stirling
   ", Hooker,"Argentina v Scotland at Buenos Aires, Jun 4, 1994 ","{'Mat': '14', 'Start': '13', 'Sub': '1', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '8', 'Draw': '0', '%': '42.85'}"
Scott Nichol,"
June 18, 1970, Selkirk
   ", Centre,"Argentina v Scotland at Buenos Aires, Jun 11, 1994 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Derrick Patterson,"
July 6, 1968, Hawick
   ", Scrum-half,"Scotland v South Africa at Murrayfield, Nov 19, 1994 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Jeremy Richardson,"
September 7, 1963, Crawley
   ", Lock,"Scotland v South Africa at Murrayfield, Nov 19, 1994 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Stewart Campbell,"
April 25, 1972, Glasgow
   ", Lock,"Scotland v Canada at Murrayfield, Jan 21, 1995 ","{'Mat': '17', 'Start': '13', 'Sub': '4', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '7', 'Draw': '1', '%': '55.88'}"
Dave Hilton,"
April 3, 1970, Bristol
   ", Prop,"Scotland v Canada at Murrayfield, Jan 21, 1995 ","{'Mat': '42', 'Start': '29', 'Sub': '13', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '19', 'Lost': '22', 'Draw': '1', '%': '46.42'}"
Eric Peters,"
January 28, 1969, Glasgow
   ", Back-row,"Scotland v Canada at Murrayfield, Jan 21, 1995 ","{'Mat': '29', 'Start': '29', 'Sub': '0', 'Pts': '25', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '16', 'Draw': '0', '%': '44.82'}"
John Manson,"
June 22, 1968, Bridge of Allan
   ", Prop,"England v Scotland at Twickenham, Mar 18, 1995 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Jim Hay,"
August 8, 1964, Hawick
   ", Hooker,"Scotland v Samoa at Murrayfield, Nov 18, 1995 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '0', 'Draw': '1', '%': '50.00'}"
Stuart Reid,"
January 31, 1970, Kendal
   ", Flanker,"Scotland v Samoa at Murrayfield, Nov 18, 1995 ","{'Mat': '8', 'Start': '6', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '4', 'Draw': '1', '%': '43.75'}"
Rowen Shepherd,"
December 25, 1970, Edinburgh
   ", Fullback,"Scotland v Samoa at Murrayfield, Nov 18, 1995 ","{'Mat': '20', 'Start': '18', 'Sub': '2', 'Pts': '104', 'Tries': '2', 'Conv': '14', 'Pens': '21', 'Drop': '1', 'Won': '6', 'Lost': '13', 'Draw': '1', '%': '32.50'}"
Ronnie Eriksson,"
April 22, 1972, Athlone
   ", Centre,"New Zealand v Scotland at Dunedin, Jun 15, 1996 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '3', 'Draw': '0', '%': '0.00'}"
Barry Stewart,"
June 3, 1975, Edinburgh
   ", Prop,"New Zealand v Scotland at Auckland, Jun 22, 1996 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '4', 'Draw': '0', '%': '0.00'}"
Murray Wallace,"
October 13, 1967, Milton of Campsie
   ", Flanker,"Scotland v Australia at Murrayfield, Nov 9, 1996 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Mattie Stewart,"
May 18, 1973, Dartford
   ", Prop,"Scotland v Italy at Murrayfield, Dec 14, 1996 ","{'Mat': '34', 'Start': '31', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '22', 'Draw': '1', '%': '33.82'}"
Graham Ellis,"
April 6, 1965, Hawick
   ", Hooker,"Scotland v Wales at Murrayfield, Jan 18, 1997 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '3', 'Draw': '0', '%': '25.00'}"
Tom Smith,"
October 31, 1971, London
   ", Prop,"England v Scotland at Twickenham, Feb 1, 1997 ","{'Mat': '67', 'Start': '67', 'Sub': '0', 'Pts': '30', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '29', 'Lost': '37', 'Draw': '1', '%': '44.02'}"
Cameron Glasgow,"
February 24, 1966, Bridge of Allan
   ", Fullback,"France v Scotland at Parc des Princes, Mar 15, 1997 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Duncan Hodge,"
August 18, 1974, Dumfries
   ", Fly-half,"France v Scotland at Parc des Princes, Mar 15, 1997 ","{'Mat': '26', 'Start': '16', 'Sub': '10', 'Pts': '123', 'Tries': '6', 'Conv': '15', 'Pens': '20', 'Drop': '1', 'Won': '11', 'Lost': '14', 'Draw': '1', '%': '44.23'}"
James Craig,"
March 2, 1977, Glasgow
   ", Wing,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '4', 'Start': '2', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '1', '%': '37.50'}"
Grant McKelvey,"
December 28, 1968, Chingola
   ", Hooker,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Scott Murray,"
January 15, 1976, Musselburgh
   ", Lock,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '87', 'Start': '84', 'Sub': '3', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '31', 'Lost': '55', 'Draw': '1', '%': '36.20'}"
Adam Roxburgh,"
April 14, 1970, Edinburgh
   ", Flanker,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '8', 'Start': '5', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '8', 'Draw': '0', '%': '0.00'}"
George Graham,"
January 19, 1966, Stirling
   ", Prop,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '25', 'Start': '8', 'Sub': '17', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '14', 'Draw': '0', '%': '44.00'}"
Stuart Grimes,"
April 4, 1974, Aberdeen
   ", Lock,"Scotland v Australia at Murrayfield, Nov 22, 1997 ","{'Mat': '71', 'Start': '52', 'Sub': '19', 'Pts': '25', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '27', 'Lost': '43', 'Draw': '1', '%': '38.73'}"
Gordon Bulloch,"
March 26, 1975, Glasgow
   ", Hooker,"Scotland v South Africa at Murrayfield, Dec 6, 1997 ","{'Mat': '77', 'Start': '71', 'Sub': '6', 'Pts': '20', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '26', 'Lost': '50', 'Draw': '1', '%': '34.41'}"
Simon Holmes,"
December 12, 1966, Workington
   ", Flanker,"Italy v Scotland at Treviso, Jan 24, 1998 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Derrick Lee,"
October 1, 1973, Ayr
   ", Fullback,"Ireland v Scotland at Lansdowne Road, Feb 7, 1998 ","{'Mat': '12', 'Start': '9', 'Sub': '3', 'Pts': '34', 'Tries': '1', 'Conv': '4', 'Pens': '7', 'Drop': '0', 'Won': '1', 'Lost': '11', 'Draw': '0', '%': '8.33'}"
Shaun Longstaff,"
January 3, 1972, Wellington
   ", Wing,"Scotland v France at Murrayfield, Feb 21, 1998 ","{'Mat': '15', 'Start': '10', 'Sub': '5', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '10', 'Draw': '0', '%': '33.33'}"
Cammie Murray,"
March 31, 1975, Hawick
   ", Wing,"Scotland v England at Murrayfield, Mar 22, 1998 ","{'Mat': '26', 'Start': '24', 'Sub': '2', 'Pts': '35', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '14', 'Draw': '1', '%': '44.23'}"
