name,born,position,debut,stats
Jacques Dorot,"
November 4, 1906, Pergamino
   ", Lock,"France v Germany at Parc des Princes, Mar 24, 1935 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Francois Raynal,"
February 16, 1904, Saint-Nazaire
   ", Flanker,"France v Germany at Parc des Princes, Mar 24, 1935 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '0', 'Draw': '0'}"
Armand Vigneau,"
July 2, 1914, Bayonne
   ", Wing,"France v Germany at Parc des Princes, Mar 24, 1935 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Francis Daguerre,"
October 31, 1908, Saint-Pierre-et-Miqu
   ", Prop,"Germany v France at Berlin, May 17, 1936 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierre Geschwind,"
March 31, 1911, Wattrelos
   ", Wing,"Germany v France at Berlin, May 17, 1936 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Andre Goyard,"
June 27, 1910, Saint-Jean-sur-Veyle
   "," Prop, Lock","Germany v France at Berlin, May 17, 1936 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '1', 'Draw': '0'}"
Etienne Ithurra,"
May 17, 1905, Bayonne
   ", Lock,"Germany v France at Berlin, May 17, 1936 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '0'}"
Georges Libaros,"
February 29, 1912, Gers
   ", Fly-half,"Germany v France at Berlin, May 17, 1936 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Andre Rochon,"
March 29, 1906, Chastreix
   "," Hooker, Flanker","Germany v France at Berlin, May 17, 1936 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierre Thiers,"
April 16, 1914, Thiers
   "," Scrum-half, Flanker","Germany v France at Berlin, May 17, 1936 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '17', 'Tries': '0', 'Conv': '7', 'Pens': '1', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '3', 'Draw': '0'}"
Felix Bergese,"
January 11, 1914, Le Boucau
   ", Centre,"Germany v France at Hanover, Nov 1, 1936 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '12', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '1', 'Draw': '0'}"
Jean Clave,"
March 2, 1915, Montgaillard
   ", Hooker,"Germany v France at Hanover, Nov 1, 1936 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '0'}"
Edmond Elissalde,"
January 30, 1908, Biarritz
   "," Centre, Fly-half","Germany v France at Hanover, Nov 1, 1936 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Pierre Milliand,"
March 27, 1913, Alberville
   ", Wing,"Germany v France at Hanover, Nov 1, 1936 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '0'}"
Frantz Sahuc,"
November 13, 1910, Marsoulas
   ", Fullback,"Germany v France at Hanover, Nov 1, 1936 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
David Aguilar,"
November 25, 1905, Pau
   ", Lock,"France v Germany at Parc des Princes, Apr 18, 1937 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierre Daulouede,"
July 27, 1909, Labenne
   ", Prop,"France v Germany at Parc des Princes, Apr 18, 1937 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Gilbert Lavail,"
July 12, 1917, Perpignan
   ", Fly-half,"France v Germany at Parc des Princes, Apr 18, 1937 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Henri Masse,"
November 7, 1908, Loriol
   ", Fullback,"France v Germany at Parc des Princes, Apr 18, 1937 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Michel Bonnus,"
March 23, 1915, Toulon
   ", Fullback,"France v Italy at Parc des Princes, Oct 17, 1937 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '4', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '3', 'Lost': '2', 'Draw': '0'}"
Antonin Delque,"
July 7, 1911, Castelbiague
   ", Lock,"France v Italy at Parc des Princes, Oct 17, 1937 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '1', 'Draw': '0'}"
Marcel Deygas,"
August 28, 1908, Ardoix
   ", Centre,"France v Italy at Parc des Princes, Oct 17, 1937 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Emile Fabre,"
April 9, 1916, Toulouse
   ", Lock,"France v Italy at Parc des Princes, Oct 17, 1937 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Robert Cals,"
March 19, 1913, Pezens
   ", Wing,"Germany v France at Frankfurt, Mar 27, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Jean Chassagne,"
May 7, 1914, Aveze
   ", Fly-half,"Germany v France at Frankfurt, Mar 27, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Henri Clarac,"
October 13, 1912, Saint-Girons
   ", Flanker,"Germany v France at Frankfurt, Mar 27, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Jean-Baptiste Lefort,"
February 22, 1908, Biarritz
   ", No. 8,"Germany v France at Frankfurt, Mar 27, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Rene Arotca,"
February 28, 1914, Bayonne
   ", Flanker,"Romania v France at Bucharest, May 15, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Robert Caunegre,"
January 30, 1913, Bordeaux
   ", Wing,"Romania v France at Bucharest, May 15, 1938 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Emile Doussau,"
March 7, 1909, Charmant
   ", Prop,"Romania v France at Bucharest, May 15, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Raymond le Goff,"
July 4, 1913, Paris
   ", Wing,"Romania v France at Bucharest, May 15, 1938 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Rene Lombarteix,"
February 22, 1913, Clermont-Ferrand
   "," Prop, Lock","Romania v France at Bucharest, May 15, 1938 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Andre Rapin,"
April 18, 1911, Bordeaux
   ", Centre,"Romania v France at Bucharest, May 15, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Guy Vassal,"
November 12, 1914, Carcassonne
   "," Fly-half, Scrum-half","Romania v France at Bucharest, May 15, 1938 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Jacques Palat,"
May 25, 1915, Saint-Cyprien
   ", Flanker,"France v Germany at Bucharest, May 22, 1938 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierre Charton,"
December 13, 1913, Saint-Maur-des-Fosse
   ", No. 8,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Joseph Dutrey,"
September 17, 1914, Puan
   ", Lock,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Lucien Ferrand,"
January 4, 1909, Le Creusot
   ", Flanker,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Francois Meret,"
May 8, 1914, Pontacq
   ", Prop,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Roger Paul,"
June 15, 1911, Sauxillanges
   ", Hooker,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Henri Peyralade,"
December 30, 1917, Borderes-sur-l'Echez
   ", Scrum-half,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Robert Tourte,"
July 31, 1914, Saint-Girons
   ", Wing,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Marcel Tucoo-Chala,"
May 19, 1916, Pau
   ", Lock,"France v British Army at Parc des Princes, Feb 25, 1940 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Georges Baladie,"
May 20, 1917, Ville-d'Avray
   "," Wing, Centre","France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '3', 'Draw': '0'}"
Yves Bergougnan,"
May 8, 1924, Toulouse
   ", Scrum-half,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '12', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '3', 'GfM': '0', 'Won': '10', 'Lost': '7', 'Draw': '0'}"
Jean Dauger,"
November 12, 1919, Cambo-les-Bains
   ", Centre,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Robert Geneste,"
March 12, 1921, Angouleme
   ", Wing,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Auguste Jarasse,"
February 12, 1915, Ussel
   ", Hooker,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Louis Junquas,"
September 11, 1920, Saint-Vincent-de-Tyr
   ", Centre,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '7', 'Lost': '6', 'Draw': '0'}"
Jean Massare,"
August 29, 1922, Fontenay-sous-Bois
   "," Prop, Lock","France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '2', 'Draw': '0'}"
Roger Minjat,"
August 3, 1920, Venissieux
   ", Fullback,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Alban Moga,"
May 1, 1923, Bordeaux
   ", Lock,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '22', 'Start': '22', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '13', 'Lost': '9', 'Draw': '0'}"
Jean Prat,"
August 1, 1923, Lourdes
   ", Flanker,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '51', 'Start': '51', 'Sub': '0', 'Pts': '144', 'Tries': '9', 'Conv': '27', 'Pens': '15', 'Drop': '6', 'GfM': '0', 'Won': '30', 'Lost': '20', 'Draw': '1'}"
Jean Prin-Clary,"
July 15, 1912, Marseille
   "," Prop, Lock","France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '4', 'Draw': '0'}"
Andre Sahuc,"
August 4, 1914, Castelnau-Montratier
   ", No. 8,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Robert Soro,"
November 28, 1922, Odos
   ", Lock,"France v British Army at Parc des Princes, Jan 1, 1945 ","{'Mat': '21', 'Start': '21', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '12', 'Lost': '9', 'Draw': '0'}"
Andre Alvarez,"
May 26, 1923, Bayonne
   "," Fullback, Fly-half","British Empire Forces v France at Richmond, Apr 28, 1945 ","{'Mat': '20', 'Start': '20', 'Sub': '0', 'Pts': '25', 'Tries': '1', 'Conv': '6', 'Pens': '1', 'Drop': '2', 'GfM': '0', 'Won': '13', 'Lost': '7', 'Draw': '0'}"
Jacques Chaban-Delmas,"
March 7, 1915, Paris
   ", Wing,"British Empire Forces v France at Richmond, Apr 28, 1945 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Gaston Combes,"
February 29, 1920, Toulouse
   ", Scrum-half,"British Empire Forces v France at Richmond, Apr 28, 1945 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Lucien Rouffia,"
January 6, 1924, Narbonne
   ", Fullback,"British Empire Forces v France at Richmond, Apr 28, 1945 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Jean Vilagra,"
June 21, 1918, Saint-Etienne
   ", Hooker,"British Empire Forces v France at Richmond, Apr 28, 1945 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Guy Basquet,"
July 13, 1921, Layrac
   ", Back-row,"Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '33', 'Start': '33', 'Sub': '0', 'Pts': '24', 'Tries': '8', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '17', 'Lost': '15', 'Draw': '1'}"
Henri Dutrain,"
July 3, 1922, Toulouse
   "," Wing, Centre","Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '3', 'Draw': '0'}"
Jean Matheu-Cambas,"
June 23, 1920, Gelos
   ", Flanker,"Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '14', 'Lost': '10', 'Draw': '0'}"
Elie Pebeyre,"
January 27, 1923, Seilhac
   ", Wing,"Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '4', 'Draw': '0'}"
Maurice Terreau,"
January 30, 1923, Bourg-en-Bresse
   "," Centre, Fly-half","Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '15', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '11', 'Lost': '6', 'Draw': '0'}"
Marcel Volot,"
June 27, 1917, Gonfreville l'Orcher
   ", Hooker,"Wales XV v France at Swansea, Dec 22, 1945 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '2', 'Draw': '0'}"
Albert Kaempf,"
March 30, 1921, Itxassou
   ", Wing,"France v British Empire Services at Parc des Princes, Jan 1, 1946 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Eugene Buzy,"
February 13, 1917, Benejacq
   "," Prop, Lock","France v Kiwis at Colombes, Mar 10, 1946 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '7', 'Draw': '0'}"
Michel Sorondo,"
July 16, 1919, Hendaye
   "," Fullback, Centre","France v Kiwis at Colombes, Mar 10, 1946 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '4', 'Draw': '0'}"
Jean Lassegue,"
February 15, 1924, Rieumes
   ", Wing,"France v Wales XV at Colombes, Apr 22, 1946 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '15', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '7', 'Lost': '2', 'Draw': '0'}"
Marcel Jol,"
March 16, 1923, Biarritz
   ", Hooker,"France v Scotland at Colombes, Jan 1, 1947 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '4', 'Draw': '0'}"
Lucien Caron,"
December 13, 1916, Lyon
   ", Prop,"England v France at Twickenham, Apr 19, 1947 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '4', 'Draw': '0'}"
Gerard Dufau,"
August 27, 1924, Dax
   ", Scrum-half,"France v Ireland at Colombes, Jan 1, 1948 ","{'Mat': '38', 'Start': '38', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '21', 'Lost': '17', 'Draw': '0'}"
Pierre Jeanjean,"
February 3, 1924, Port Vendres
   ", Wing,"France v Ireland at Colombes, Jan 1, 1948 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Lucien Martin,"
September 28, 1920, Pau
   ", Hooker,"France v Ireland at Colombes, Jan 1, 1948 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '3', 'Draw': '0'}"
Michel Pomathios,"
March 18, 1924, Bourg-en-Bresse
   ", Wing,"France v Ireland at Colombes, Jan 1, 1948 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '18', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '12', 'Lost': '11', 'Draw': '1'}"
Leon Bordenave,"
May 11, 1920, Odos
   "," Centre, Fly-half","France v Australia at Colombes, Jan 11, 1948 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '2', 'Draw': '0'}"
Pierre Dizabo,"
October 4, 1929, Saint-Vincent-de-Tyr
   "," Centre, Fly-half","France v Australia at Colombes, Jan 11, 1948 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Pts': '6', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '8', 'Lost': '4', 'Draw': '1'}"
Roger Lacaussade,"
January 30, 1922, Captieux
   ", Wing,"France v Australia at Colombes, Jan 11, 1948 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Pierre Aristouy,"
October 18, 1920, Arette
   "," Prop, Lock","Scotland v France at Murrayfield, Jan 24, 1948 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '3', 'Draw': '1'}"
Maurice Siman,"
July 12, 1924, Clermont-Ferrand
   ", Wing,"France v England at Colombes, Mar 29, 1948 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '3', 'Draw': '1'}"
